# idx1,idx2,t_x,t_y,t_z,q_w,q_x,q_y,q_z
822,446,-0.018090,0.009650,0.011766,0.999915,0.004550,0.011575,-0.003904
823,447,-0.126080,0.013025,0.017306,0.999984,-0.003078,0.004122,-0.002383
824,182,0.082050,0.067254,-0.232915,0.999979,0.005440,0.003216,-0.001083
181,450,0.057278,0.103528,-0.076432,0.999993,0.003628,0.000333,-0.001098
825,182,0.013584,-0.057678,0.019081,0.999966,-0.003658,-0.007383,-0.000882
183,451,0.105798,0.209042,0.033373,0.999930,-0.003230,0.007686,-0.008368
826,639,-0.054836,0.022501,-0.233770,0.999966,0.008123,-0.000395,-0.001665
184,639,0.011339,-0.051281,-0.063592,0.999990,0.003662,-0.001027,-0.002408
827,268,-0.048459,0.081191,-0.085927,0.999991,0.001466,-0.001467,-0.003751
185,454,0.051450,-0.023488,0.002410,0.999989,-0.000677,0.004078,0.002272
268,639,-0.052008,-0.047685,-0.159232,0.999968,-0.006594,-0.004180,-0.001578
