idx1,idx2,t_x,t_y,t_z,q_w,q_x,q_y,q_z
822,446,-0.087123,-0.003726,-0.095315,0.999985,-0.003637,-0.004135,-0.000157
823,447,-0.140318,-0.004236,-0.137982,0.999998,0.001134,0.000344,-0.001361
824,182,0.034762,-0.021751,-0.322120,0.999917,-0.002313,0.012496,-0.001918
181,450,-0.026775,0.125756,0.044939,0.999987,-0.003902,-0.003136,0.000394
825,182,0.010900,-0.068772,0.265692,0.999742,-0.019138,-0.012168,-0.000806
183,451,-0.033683,-0.002324,-0.107419,0.999984,0.002713,-0.003728,-0.003256
826,639,0.032704,-0.005564,-0.128551,0.999959,0.005478,-0.005875,0.004234
184,639,-0.175393,0.011281,0.002659,0.999986,-0.002658,0.004603,-0.000361
827,268,-0.033531,0.028876,0.218353,0.999557,-0.028654,-0.004780,0.006400
185,454,-0.009814,-0.025046,0.145440,0.999992,0.002116,0.000152,0.003524
268,639,-0.073922,-0.041477,-0.076960,0.999991,0.000220,0.002756,-0.003277
